,event_id,device_id,timestamp,longitude,latitude,city,state,gender,age,group,phone_brand,device_model,year,month,month_name,day_of_week,hour
2983606,2772960,1079554537811589.0,2016-05-06 08:31:33,86.665353,26.217722,Supaul,Bihar,M,64,M39+,Huawei,C8813Q,2016,5,May,Friday,8
2983616,126246,1079554537811589.0,2016-05-06 08:29:23,86.665353,26.217722,Supaul,Bihar,M,64,M39+,Huawei,C8813Q,2016,5,May,Friday,8
2983626,2577118,1079554537811589.0,2016-05-06 08:23:05,86.665353,26.217722,Supaul,Bihar,M,64,M39+,Huawei,C8813Q,2016,5,May,Friday,8
2983636,1307361,1079554537811589.0,2016-05-06 08:18:59,86.665353,26.217722,Supaul,Bihar,M,64,M39+,Huawei,C8813Q,2016,5,May,Friday,8
2983646,2259575,1079554537811589.0,2016-05-06 08:26:05,86.665353,26.217722,Supaul,Bihar,M,64,M39+,Huawei,C8813Q,2016,5,May,Friday,8
2983656,342526,1079554537811589.0,2016-05-06 08:29:47,86.665353,26.217722,Supaul,Bihar,M,64,M39+,Huawei,C8813Q,2016,5,May,Friday,8
2983666,1307364,1079554537811589.0,2016-05-06 08:24:37,86.665353,26.217722,Supaul,Bihar,M,64,M39+,Huawei,C8813Q,2016,5,May,Friday,8
2983676,1178844,1.6274579780110456e+16,2016-05-03 14:42:55,73.92591900000002,18.581989,Pune,Maharashtra,M,27,M27-28,Samsung,Galaxy Core Prime,2016,5,May,Tuesday,14
2984064,3205190,1.6274579780110456e+16,2016-05-05 19:09:04,73.92591900000002,18.581989,Pune,Maharashtra,M,27,M27-28,Samsung,Galaxy Core Prime,2016,5,May,Thursday,19
2984452,775525,1.6274579780110456e+16,2016-05-05 19:12:56,73.92591900000002,18.581989,Pune,Maharashtra,M,27,M27-28,Samsung,Galaxy Core Prime,2016,5,May,Thursday,19
2984840,2813220,1.6274579780110456e+16,2016-05-03 20:09:26,73.92591900000002,18.581989,Pune,Maharashtra,M,27,M27-28,Samsung,Galaxy Core Prime,2016,5,May,Tuesday,20
2985228,1516375,1.6274579780110456e+16,2016-05-06 17:25:45,73.92591900000002,18.581989,Pune,Maharashtra,M,27,M27-28,Samsung,Galaxy Core Prime,2016,5,May,Friday,17
2985616,2913006,1.6274579780110456e+16,2016-05-04 15:09:39,73.92591900000002,18.581989,Pune,Maharashtra,M,27,M27-28,Samsung,Galaxy Core Prime,2016,5,May,Wednesday,15
2986004,1708680,1.6274579780110456e+16,2016-05-04 08:01:11,73.92591900000002,18.581989,Pune,Maharashtra,M,27,M27-28,Samsung,Galaxy Core Prime,2016,5,May,Wednesday,8
2986392,272797,1.6274579780110456e+16,2016-05-05 08:53:13,73.92591900000002,18.581989,Pune,Maharashtra,M,27,M27-28,Samsung,Galaxy Core Prime,2016,5,May,Thursday,8
2986780,3017588,1.6274579780110456e+16,2016-05-03 07:44:43,73.92591900000002,18.581989,Pune,Maharashtra,M,27,M27-28,Samsung,Galaxy Core Prime,2016,5,May,Tuesday,7
2987168,2902081,1.6274579780110456e+16,2016-05-05 08:18:25,73.92591900000002,18.581989,Pune,Maharashtra,M,27,M27-28,Samsung,Galaxy Core Prime,2016,5,May,Thursday,8
2987556,1350237,1.6274579780110456e+16,2016-05-05 21:45:20,73.92591900000002,18.581989,Pune,Maharashtra,M,27,M27-28,Samsung,Galaxy Core Prime,2016,5,May,Thursday,21
2987944,2400197,1.6274579780110456e+16,2016-05-03 14:35:25,73.92591900000002,18.581989,Pune,Maharashtra,M,27,M27-28,Samsung,Galaxy Core Prime,2016,5,May,Tuesday,14
2988332,2803553,1.6274579780110456e+16,2016-05-04 12:09:08,73.92591900000002,18.581989,Pune,Maharashtra,M,27,M27-28,Samsung,Galaxy Core Prime,2016,5,May,Wednesday,12
2988720,3190379,1.6274579780110456e+16,2016-05-07 08:02:20,73.92591900000002,18.581989,Pune,Maharashtra,M,27,M27-28,Samsung,Galaxy Core Prime,2016,5,May,Saturday,8
2989108,1030921,1.6274579780110456e+16,2016-05-02 07:18:15,73.92591900000002,18.581989,Pune,Maharashtra,M,27,M27-28,Samsung,Galaxy Core Prime,2016,5,May,Monday,7
2989496,274839,1.6274579780110456e+16,2016-05-01 10:54:54,73.92591900000002,18.581989,Pune,Maharashtra,M,27,M27-28,Samsung,Galaxy Core Prime,2016,5,May,Sunday,10
2989884,2797382,1.6274579780110456e+16,2016-05-06 07:53:18,73.92591900000002,18.581989,Pune,Maharashtra,M,27,M27-28,Samsung,Galaxy Core Prime,2016,5,May,Friday,7
2990272,2734746,1.6274579780110456e+16,2016-05-04 07:30:08,73.92591900000002,18.581989,Pune,Maharashtra,M,27,M27-28,Samsung,Galaxy Core Prime,2016,5,May,Wednesday,7
2990660,2535560,1.6274579780110456e+16,2016-05-05 21:56:01,73.92591900000002,18.581989,Pune,Maharashtra,M,27,M27-28,Samsung,Galaxy Core Prime,2016,5,May,Thursday,21
2991048,2104695,1.6274579780110456e+16,2016-05-04 08:09:36,73.92591900000002,18.581989,Pune,Maharashtra,M,27,M27-28,Samsung,Galaxy Core Prime,2016,5,May,Wednesday,8
2991436,2257643,1.6274579780110456e+16,2016-05-03 07:42:59,73.92591900000002,18.581989,Pune,Maharashtra,M,27,M27-28,Samsung,Galaxy Core Prime,2016,5,May,Tuesday,7
2991824,2969287,1.6274579780110456e+16,2016-05-06 09:49:03,73.92591900000002,18.581989,Pune,Maharashtra,M,27,M27-28,Samsung,Galaxy Core Prime,2016,5,May,Friday,9
2992212,2608817,1.6274579780110456e+16,2016-05-06 08:25:15,73.92591900000002,18.581989,Pune,Maharashtra,M,27,M27-28,Samsung,Galaxy Core Prime,2016,5,May,Friday,8
2992600,1647992,1.6274579780110456e+16,2016-05-03 14:38:36,73.92591900000002,18.581989,Pune,Maharashtra,M,27,M27-28,Samsung,Galaxy Core Prime,2016,5,May,Tuesday,14
2992988,763096,1.6274579780110456e+16,2016-05-07 08:03:44,73.92591900000002,18.581989,Pune,Maharashtra,M,27,M27-28,Samsung,Galaxy Core Prime,2016,5,May,Saturday,8
2993376,1321701,1.6274579780110456e+16,2016-05-04 21:43:04,73.92591900000002,18.581989,Pune,Maharashtra,M,27,M27-28,Samsung,Galaxy Core Prime,2016,5,May,Wednesday,21
2993764,377242,1.6274579780110456e+16,2016-05-07 13:33:47,73.92591900000002,18.581989,Pune,Maharashtra,M,27,M27-28,Samsung,Galaxy Core Prime,2016,5,May,Saturday,13
2994152,513362,1.6274579780110456e+16,2016-05-06 18:48:31,73.92591900000002,18.581989,Pune,Maharashtra,M,27,M27-28,Samsung,Galaxy Core Prime,2016,5,May,Friday,18
2994540,3074060,1.6274579780110456e+16,2016-05-04 07:17:42,73.92591900000002,18.581989,Pune,Maharashtra,M,27,M27-28,Samsung,Galaxy Core Prime,2016,5,May,Wednesday,7
2994928,2899942,1.6274579780110456e+16,2016-05-02 07:19:23,73.92591900000002,18.581989,Pune,Maharashtra,M,27,M27-28,Samsung,Galaxy Core Prime,2016,5,May,Monday,7
2995316,2307211,1.6274579780110456e+16,2016-05-02 07:35:28,73.92591900000002,18.581989,Pune,Maharashtra,M,27,M27-28,Samsung,Galaxy Core Prime,2016,5,May,Monday,7
2995704,2235024,1.6274579780110456e+16,2016-05-05 11:00:52,73.92591900000002,18.581989,Pune,Maharashtra,M,27,M27-28,Samsung,Galaxy Core Prime,2016,5,May,Thursday,11
2996092,245318,1.6274579780110456e+16,2016-05-07 07:49:27,73.92591900000002,18.581989,Pune,Maharashtra,M,27,M27-28,Samsung,Galaxy Core Prime,2016,5,May,Saturday,7
2996480,586059,1.6274579780110456e+16,2016-05-05 19:12:12,73.92591900000002,18.581989,Pune,Maharashtra,M,27,M27-28,Samsung,Galaxy Core Prime,2016,5,May,Thursday,19
2996868,1880991,1.6274579780110456e+16,2016-05-03 12:00:24,73.92591900000002,18.581989,Pune,Maharashtra,M,27,M27-28,Samsung,Galaxy Core Prime,2016,5,May,Tuesday,12
2997256,705915,1.6274579780110456e+16,2016-05-05 11:18:38,73.92591900000002,18.581989,Pune,Maharashtra,M,27,M27-28,Samsung,Galaxy Core Prime,2016,5,May,Thursday,11
2997644,2657418,1.6274579780110456e+16,2016-05-06 13:03:20,73.92591900000002,18.581989,Pune,Maharashtra,M,27,M27-28,Samsung,Galaxy Core Prime,2016,5,May,Friday,13
2998032,836328,1.6274579780110456e+16,2016-05-02 07:23:56,73.92591900000002,18.581989,Pune,Maharashtra,M,27,M27-28,Samsung,Galaxy Core Prime,2016,5,May,Monday,7
2998420,3227901,1.6274579780110456e+16,2016-05-07 08:03:03,73.92591900000002,18.581989,Pune,Maharashtra,M,27,M27-28,Samsung,Galaxy Core Prime,2016,5,May,Saturday,8
2998808,909701,1.6274579780110456e+16,2016-05-05 19:23:12,73.92591900000002,18.581989,Pune,Maharashtra,M,27,M27-28,Samsung,Galaxy Core Prime,2016,5,May,Thursday,19
2999196,1960777,1.6274579780110456e+16,2016-05-06 07:49:20,73.92591900000002,18.581989,Pune,Maharashtra,M,27,M27-28,Samsung,Galaxy Core Prime,2016,5,May,Friday,7
2999584,272920,1.6274579780110456e+16,2016-05-06 08:32:00,73.92591900000002,18.581989,Pune,Maharashtra,M,27,M27-28,Samsung,Galaxy Core Prime,2016,5,May,Friday,8
2999972,1385798,1.6274579780110456e+16,2016-05-02 09:58:17,73.92591900000002,18.581989,Pune,Maharashtra,M,27,M27-28,Samsung,Galaxy Core Prime,2016,5,May,Monday,9
3000360,297769,1.6274579780110456e+16,2016-05-03 07:22:24,73.92591900000002,18.581989,Pune,Maharashtra,M,27,M27-28,Samsung,Galaxy Core Prime,2016,5,May,Tuesday,7
3000748,2578240,1.6274579780110456e+16,2016-05-05 09:34:12,73.92591900000002,18.581989,Pune,Maharashtra,M,27,M27-28,Samsung,Galaxy Core Prime,2016,5,May,Thursday,9
3001136,949012,1.6274579780110456e+16,2016-05-06 07:31:31,73.92591900000002,18.581989,Pune,Maharashtra,M,27,M27-28,Samsung,Galaxy Core Prime,2016,5,May,Friday,7
3001524,1397978,1.6274579780110456e+16,2016-05-05 16:12:02,73.92591900000002,18.581989,Pune,Maharashtra,M,27,M27-28,Samsung,Galaxy Core Prime,2016,5,May,Thursday,16
3001912,2375610,1.6274579780110456e+16,2016-05-05 19:13:57,73.92591900000002,18.581989,Pune,Maharashtra,M,27,M27-28,Samsung,Galaxy Core Prime,2016,5,May,Thursday,19
3002300,496568,1.6274579780110456e+16,2016-05-02 07:37:14,73.92591900000002,18.581989,Pune,Maharashtra,M,27,M27-28,Samsung,Galaxy Core Prime,2016,5,May,Monday,7
3002688,5251,1.6274579780110456e+16,2016-05-03 07:25:21,73.92591900000002,18.581989,Pune,Maharashtra,M,27,M27-28,Samsung,Galaxy Core Prime,2016,5,May,Tuesday,7
3003076,300189,1.6274579780110456e+16,2016-05-07 08:01:14,73.92591900000002,18.581989,Pune,Maharashtra,M,27,M27-28,Samsung,Galaxy Core Prime,2016,5,May,Saturday,8
3003464,37095,1.6274579780110456e+16,2016-05-05 08:57:50,73.92591900000002,18.581989,Pune,Maharashtra,M,27,M27-28,Samsung,Galaxy Core Prime,2016,5,May,Thursday,8
3003852,2045271,1.6274579780110456e+16,2016-05-03 07:41:20,73.92591900000002,18.581989,Pune,Maharashtra,M,27,M27-28,Samsung,Galaxy Core Prime,2016,5,May,Tuesday,7
3004240,2958112,1.6274579780110456e+16,2016-05-05 21:21:38,73.92591900000002,18.581989,Pune,Maharashtra,M,27,M27-28,Samsung,Galaxy Core Prime,2016,5,May,Thursday,21
3004628,246273,1.6274579780110456e+16,2016-05-05 08:07:54,73.92591900000002,18.581989,Pune,Maharashtra,M,27,M27-28,Samsung,Galaxy Core Prime,2016,5,May,Thursday,8
3005016,1551801,1.6274579780110456e+16,2016-05-01 15:38:44,73.92591900000002,18.581989,Pune,Maharashtra,M,27,M27-28,Samsung,Galaxy Core Prime,2016,5,May,Sunday,15
3005404,2525342,1.6274579780110456e+16,2016-05-07 16:24:02,73.92591900000002,18.581989,Pune,Maharashtra,M,27,M27-28,Samsung,Galaxy Core Prime,2016,5,May,Saturday,16
3005792,859994,1.6274579780110456e+16,2016-05-02 07:20:46,73.92591900000002,18.581989,Pune,Maharashtra,M,27,M27-28,Samsung,Galaxy Core Prime,2016,5,May,Monday,7
3006180,1846083,1.6274579780110456e+16,2016-05-02 07:37:44,73.92591900000002,18.581989,Pune,Maharashtra,M,27,M27-28,Samsung,Galaxy Core Prime,2016,5,May,Monday,7
3006568,35106,1.6274579780110456e+16,2016-05-03 07:48:30,73.92591900000002,18.581989,Pune,Maharashtra,M,27,M27-28,Samsung,Galaxy Core Prime,2016,5,May,Tuesday,7
3006956,576634,1.6274579780110456e+16,2016-05-05 12:54:23,73.92591900000002,18.581989,Pune,Maharashtra,M,27,M27-28,Samsung,Galaxy Core Prime,2016,5,May,Thursday,12
3007344,879651,1.6274579780110456e+16,2016-05-04 17:43:25,73.92591900000002,18.581989,Pune,Maharashtra,M,27,M27-28,Samsung,Galaxy Core Prime,2016,5,May,Wednesday,17
3007732,271977,1.6274579780110456e+16,2016-05-01 08:55:59,73.92591900000002,18.581989,Pune,Maharashtra,M,27,M27-28,Samsung,Galaxy Core Prime,2016,5,May,Sunday,8
3008120,1418740,1.6274579780110456e+16,2016-05-06 07:51:04,73.92591900000002,18.581989,Pune,Maharashtra,M,27,M27-28,Samsung,Galaxy Core Prime,2016,5,May,Friday,7
3008508,132327,1.6274579780110456e+16,2016-05-03 13:08:37,73.92591900000002,18.581989,Pune,Maharashtra,M,27,M27-28,Samsung,Galaxy Core Prime,2016,5,May,Tuesday,13
3008896,560111,1.6274579780110456e+16,2016-05-03 20:38:13,73.92591900000002,18.581989,Pune,Maharashtra,M,27,M27-28,Samsung,Galaxy Core Prime,2016,5,May,Tuesday,20
3009284,2472289,1.6274579780110456e+16,2016-05-07 07:52:35,73.92591900000002,18.581989,Pune,Maharashtra,M,27,M27-28,Samsung,Galaxy Core Prime,2016,5,May,Saturday,7
3009672,515924,1.6274579780110456e+16,2016-05-05 19:25:16,73.92591900000002,18.581989,Pune,Maharashtra,M,27,M27-28,Samsung,Galaxy Core Prime,2016,5,May,Thursday,19
3010060,1638633,1.6274579780110456e+16,2016-05-01 08:46:16,73.92591900000002,18.581989,Pune,Maharashtra,M,27,M27-28,Samsung,Galaxy Core Prime,2016,5,May,Sunday,8
3010448,367983,1.6274579780110456e+16,2016-05-07 07:40:16,73.92591900000002,18.581989,Pune,Maharashtra,M,27,M27-28,Samsung,Galaxy Core Prime,2016,5,May,Saturday,7
3010836,1774066,1.6274579780110456e+16,2016-05-03 13:10:09,73.92591900000002,18.581989,Pune,Maharashtra,M,27,M27-28,Samsung,Galaxy Core Prime,2016,5,May,Tuesday,13
3011224,667480,1.6274579780110456e+16,2016-05-04 13:02:19,73.92591900000002,18.581989,Pune,Maharashtra,M,27,M27-28,Samsung,Galaxy Core Prime,2016,5,May,Wednesday,13
3011612,2047934,1.6274579780110456e+16,2016-05-05 09:30:59,73.92591900000002,18.581989,Pune,Maharashtra,M,27,M27-28,Samsung,Galaxy Core Prime,2016,5,May,Thursday,9
3012000,1176638,1.6274579780110456e+16,2016-05-07 11:00:08,73.92591900000002,18.581989,Pune,Maharashtra,M,27,M27-28,Samsung,Galaxy Core Prime,2016,5,May,Saturday,11
3012388,2387991,1.6274579780110456e+16,2016-05-02 07:23:26,73.92591900000002,18.581989,Pune,Maharashtra,M,27,M27-28,Samsung,Galaxy Core Prime,2016,5,May,Monday,7
3012776,2045270,1.6274579780110456e+16,2016-05-03 07:40:15,73.92591900000002,18.581989,Pune,Maharashtra,M,27,M27-28,Samsung,Galaxy Core Prime,2016,5,May,Tuesday,7
3013164,732418,1.6274579780110456e+16,2016-05-07 10:06:10,73.92591900000002,18.581989,Pune,Maharashtra,M,27,M27-28,Samsung,Galaxy Core Prime,2016,5,May,Saturday,10
3013552,1718744,1.6274579780110456e+16,2016-05-02 14:41:40,73.92591900000002,18.581989,Pune,Maharashtra,M,27,M27-28,Samsung,Galaxy Core Prime,2016,5,May,Monday,14
3013940,1556393,1.6274579780110456e+16,2016-05-05 19:11:56,73.92591900000002,18.581989,Pune,Maharashtra,M,27,M27-28,Samsung,Galaxy Core Prime,2016,5,May,Thursday,19
3014328,1648141,1.6274579780110456e+16,2016-05-04 14:56:52,73.92591900000002,18.581989,Pune,Maharashtra,M,27,M27-28,Samsung,Galaxy Core Prime,2016,5,May,Wednesday,14
3014716,614945,1.6274579780110456e+16,2016-05-06 21:21:54,73.92591900000002,18.581989,Pune,Maharashtra,M,27,M27-28,Samsung,Galaxy Core Prime,2016,5,May,Friday,21
3015104,1926716,1.6274579780110456e+16,2016-05-07 08:07:20,73.92591900000002,18.581989,Pune,Maharashtra,M,27,M27-28,Samsung,Galaxy Core Prime,2016,5,May,Saturday,8
3015492,2336403,1.6274579780110456e+16,2016-05-04 12:13:35,73.92591900000002,18.581989,Pune,Maharashtra,M,27,M27-28,Samsung,Galaxy Core Prime,2016,5,May,Wednesday,12
3015880,2695452,1.6274579780110456e+16,2016-05-03 09:31:37,73.92591900000002,18.581989,Pune,Maharashtra,M,27,M27-28,Samsung,Galaxy Core Prime,2016,5,May,Tuesday,9
3016268,2796901,1.6274579780110456e+16,2016-05-03 07:28:15,73.92591900000002,18.581989,Pune,Maharashtra,M,27,M27-28,Samsung,Galaxy Core Prime,2016,5,May,Tuesday,7
3016656,2047204,1.6274579780110456e+16,2016-05-07 08:04:26,73.92591900000002,18.581989,Pune,Maharashtra,M,27,M27-28,Samsung,Galaxy Core Prime,2016,5,May,Saturday,8
3017044,299554,1.6274579780110456e+16,2016-05-05 08:07:54,73.92591900000002,18.581989,Pune,Maharashtra,M,27,M27-28,Samsung,Galaxy Core Prime,2016,5,May,Thursday,8
3017432,609376,1.6274579780110456e+16,2016-05-03 17:46:45,73.92591900000002,18.581989,Pune,Maharashtra,M,27,M27-28,Samsung,Galaxy Core Prime,2016,5,May,Tuesday,17
3017820,3074841,1.6274579780110456e+16,2016-05-05 19:25:09,73.92591900000002,18.581989,Pune,Maharashtra,M,27,M27-28,Samsung,Galaxy Core Prime,2016,5,May,Thursday,19
3018208,3204274,1.6274579780110456e+16,2016-05-05 19:11:45,73.92591900000002,18.581989,Pune,Maharashtra,M,27,M27-28,Samsung,Galaxy Core Prime,2016,5,May,Thursday,19
3018596,77375,1.6274579780110456e+16,2016-05-07 09:29:28,73.92591900000002,18.581989,Pune,Maharashtra,M,27,M27-28,Samsung,Galaxy Core Prime,2016,5,May,Saturday,9
3018984,1847029,1.6274579780110456e+16,2016-05-01 08:19:12,73.92591900000002,18.581989,Pune,Maharashtra,M,27,M27-28,Samsung,Galaxy Core Prime,2016,5,May,Sunday,8
3019372,19764,1.6274579780110456e+16,2016-05-07 17:24:08,73.92591900000002,18.581989,Pune,Maharashtra,M,27,M27-28,Samsung,Galaxy Core Prime,2016,5,May,Saturday,17
3019760,499400,1.6274579780110456e+16,2016-05-07 07:21:18,73.92591900000002,18.581989,Pune,Maharashtra,M,27,M27-28,Samsung,Galaxy Core Prime,2016,5,May,Saturday,7
3020148,2954225,1.6274579780110456e+16,2016-05-05 19:24:46,73.92591900000002,18.581989,Pune,Maharashtra,M,27,M27-28,Samsung,Galaxy Core Prime,2016,5,May,Thursday,19
3020536,931246,1.6274579780110456e+16,2016-05-05 15:10:50,73.92591900000002,18.581989,Pune,Maharashtra,M,27,M27-28,Samsung,Galaxy Core Prime,2016,5,May,Thursday,15
3020924,1741164,1.6274579780110456e+16,2016-05-04 08:56:12,73.92591900000002,18.581989,Pune,Maharashtra,M,27,M27-28,Samsung,Galaxy Core Prime,2016,5,May,Wednesday,8
3021312,1766927,1.6274579780110456e+16,2016-05-01 08:10:59,73.92591900000002,18.581989,Pune,Maharashtra,M,27,M27-28,Samsung,Galaxy Core Prime,2016,5,May,Sunday,8
3021700,367231,1.6274579780110456e+16,2016-05-02 07:21:46,73.92591900000002,18.581989,Pune,Maharashtra,M,27,M27-28,Samsung,Galaxy Core Prime,2016,5,May,Monday,7
3022088,990975,1.6274579780110456e+16,2016-05-07 14:59:33,73.92591900000002,18.581989,Pune,Maharashtra,M,27,M27-28,Samsung,Galaxy Core Prime,2016,5,May,Saturday,14
3022476,2757973,1.6274579780110456e+16,2016-05-02 18:40:58,73.92591900000002,18.581989,Pune,Maharashtra,M,27,M27-28,Samsung,Galaxy Core Prime,2016,5,May,Monday,18
3022864,2083032,1.6274579780110456e+16,2016-05-03 14:39:06,73.92591900000002,18.581989,Pune,Maharashtra,M,27,M27-28,Samsung,Galaxy Core Prime,2016,5,May,Tuesday,14
3023252,920471,1.6274579780110456e+16,2016-05-04 07:22:53,73.92591900000002,18.581989,Pune,Maharashtra,M,27,M27-28,Samsung,Galaxy Core Prime,2016,5,May,Wednesday,7
3023640,3225202,1.6274579780110456e+16,2016-05-02 07:15:34,73.92591900000002,18.581989,Pune,Maharashtra,M,27,M27-28,Samsung,Galaxy Core Prime,2016,5,May,Monday,7
3024028,2823758,1.6274579780110456e+16,2016-05-06 08:31:07,73.92591900000002,18.581989,Pune,Maharashtra,M,27,M27-28,Samsung,Galaxy Core Prime,2016,5,May,Friday,8
3024416,535067,1.6274579780110456e+16,2016-05-04 21:46:18,73.92591900000002,18.581989,Pune,Maharashtra,M,27,M27-28,Samsung,Galaxy Core Prime,2016,5,May,Wednesday,21
3024804,1753521,1.6274579780110456e+16,2016-05-01 18:40:24,73.92591900000002,18.581989,Pune,Maharashtra,M,27,M27-28,Samsung,Galaxy Core Prime,2016,5,May,Sunday,18
3025192,2519197,1.6274579780110456e+16,2016-05-05 14:46:33,73.92591900000002,18.581989,Pune,Maharashtra,M,27,M27-28,Samsung,Galaxy Core Prime,2016,5,May,Thursday,14
3025580,174285,1.6274579780110456e+16,2016-05-06 11:09:14,73.92591900000002,18.581989,Pune,Maharashtra,M,27,M27-28,Samsung,Galaxy Core Prime,2016,5,May,Friday,11
3025968,1667859,1.6274579780110456e+16,2016-05-02 07:41:22,73.92591900000002,18.581989,Pune,Maharashtra,M,27,M27-28,Samsung,Galaxy Core Prime,2016,5,May,Monday,7
3026356,964342,1.6274579780110456e+16,2016-05-04 17:27:29,73.92591900000002,18.581989,Pune,Maharashtra,M,27,M27-28,Samsung,Galaxy Core Prime,2016,5,May,Wednesday,17
3026744,88072,1.6274579780110456e+16,2016-05-04 09:42:39,73.92591900000002,18.581989,Pune,Maharashtra,M,27,M27-28,Samsung,Galaxy Core Prime,2016,5,May,Wednesday,9
3027132,610471,1.6274579780110456e+16,2016-05-02 18:36:51,73.92591900000002,18.581989,Pune,Maharashtra,M,27,M27-28,Samsung,Galaxy Core Prime,2016,5,May,Monday,18
3027520,279375,1.6274579780110456e+16,2016-05-02 13:09:08,73.92591900000002,18.581989,Pune,Maharashtra,M,27,M27-28,Samsung,Galaxy Core Prime,2016,5,May,Monday,13
3027908,274748,1.6274579780110456e+16,2016-05-01 10:10:29,73.92591900000002,18.581989,Pune,Maharashtra,M,27,M27-28,Samsung,Galaxy Core Prime,2016,5,May,Sunday,10
3028296,1005916,1.6274579780110456e+16,2016-05-05 07:56:31,73.92591900000002,18.581989,Pune,Maharashtra,M,27,M27-28,Samsung,Galaxy Core Prime,2016,5,May,Thursday,7
3028684,2619339,1.6274579780110456e+16,2016-05-07 16:22:28,73.92591900000002,18.581989,Pune,Maharashtra,M,27,M27-28,Samsung,Galaxy Core Prime,2016,5,May,Saturday,16
3029072,598744,1.6274579780110456e+16,2016-05-02 09:49:26,73.92591900000002,18.581989,Pune,Maharashtra,M,27,M27-28,Samsung,Galaxy Core Prime,2016,5,May,Monday,9
3029460,1274499,1.6274579780110456e+16,2016-05-07 07:38:27,73.92591900000002,18.581989,Pune,Maharashtra,M,27,M27-28,Samsung,Galaxy Core Prime,2016,5,May,Saturday,7
3029848,2593123,1.6274579780110456e+16,2016-05-06 18:43:28,73.92591900000002,18.581989,Pune,Maharashtra,M,27,M27-28,Samsung,Galaxy Core Prime,2016,5,May,Friday,18
3030236,1656521,1.6274579780110456e+16,2016-05-03 20:37:23,73.92591900000002,18.581989,Pune,Maharashtra,M,27,M27-28,Samsung,Galaxy Core Prime,2016,5,May,Tuesday,20
3030624,1243634,1.6274579780110456e+16,2016-05-04 07:57:21,73.92591900000002,18.581989,Pune,Maharashtra,M,27,M27-28,Samsung,Galaxy Core Prime,2016,5,May,Wednesday,7
3031012,3067715,1.6274579780110456e+16,2016-05-05 14:44:28,73.92591900000002,18.581989,Pune,Maharashtra,M,27,M27-28,Samsung,Galaxy Core Prime,2016,5,May,Thursday,14
3031400,1445618,1.6274579780110456e+16,2016-05-01 08:08:08,73.92591900000002,18.581989,Pune,Maharashtra,M,27,M27-28,Samsung,Galaxy Core Prime,2016,5,May,Sunday,8
3031788,1065190,1.6274579780110456e+16,2016-05-04 13:08:28,73.92591900000002,18.581989,Pune,Maharashtra,M,27,M27-28,Samsung,Galaxy Core Prime,2016,5,May,Wednesday,13
3032176,1765998,1.6274579780110456e+16,2016-05-03 07:27:25,73.92591900000002,18.581989,Pune,Maharashtra,M,27,M27-28,Samsung,Galaxy Core Prime,2016,5,May,Tuesday,7
3032564,958996,1.6274579780110456e+16,2016-05-07 13:53:45,73.92591900000002,18.581989,Pune,Maharashtra,M,27,M27-28,Samsung,Galaxy Core Prime,2016,5,May,Saturday,13
3032952,1573107,1.6274579780110456e+16,2016-05-01 08:53:45,73.92591900000002,18.581989,Pune,Maharashtra,M,27,M27-28,Samsung,Galaxy Core Prime,2016,5,May,Sunday,8
3033340,1861129,1.6274579780110456e+16,2016-05-01 20:00:12,73.92591900000002,18.581989,Pune,Maharashtra,M,27,M27-28,Samsung,Galaxy Core Prime,2016,5,May,Sunday,20
3033728,2203471,1.6274579780110456e+16,2016-05-04 07:20:12,73.92591900000002,18.581989,Pune,Maharashtra,M,27,M27-28,Samsung,Galaxy Core Prime,2016,5,May,Wednesday,7
3034116,2347653,1.6274579780110456e+16,2016-05-01 18:41:50,73.92591900000002,18.581989,Pune,Maharashtra,M,27,M27-28,Samsung,Galaxy Core Prime,2016,5,May,Sunday,18
3034504,1081957,1.6274579780110456e+16,2016-05-02 07:35:57,73.92591900000002,18.581989,Pune,Maharashtra,M,27,M27-28,Samsung,Galaxy Core Prime,2016,5,May,Monday,7
3034892,787550,1.6274579780110456e+16,2016-05-07 08:09:29,73.92591900000002,18.581989,Pune,Maharashtra,M,27,M27-28,Samsung,Galaxy Core Prime,2016,5,May,Saturday,8
3035280,3169421,1.6274579780110456e+16,2016-05-05 21:00:12,73.92591900000002,18.581989,Pune,Maharashtra,M,27,M27-28,Samsung,Galaxy Core Prime,2016,5,May,Thursday,21
3035668,3197983,1.6274579780110456e+16,2016-05-03 17:41:47,73.92591900000002,18.581989,Pune,Maharashtra,M,27,M27-28,Samsung,Galaxy Core Prime,2016,5,May,Tuesday,17
3036056,183963,1.6274579780110456e+16,2016-05-03 19:20:40,73.92591900000002,18.581989,Pune,Maharashtra,M,27,M27-28,Samsung,Galaxy Core Prime,2016,5,May,Tuesday,19
3036444,1382371,1.6274579780110456e+16,2016-05-04 08:04:03,73.92591900000002,18.581989,Pune,Maharashtra,M,27,M27-28,Samsung,Galaxy Core Prime,2016,5,May,Wednesday,8
3036832,343665,1.6274579780110456e+16,2016-05-06 09:50:15,73.92591900000002,18.581989,Pune,Maharashtra,M,27,M27-28,Samsung,Galaxy Core Prime,2016,5,May,Friday,9
3037220,1222953,1.6274579780110456e+16,2016-05-05 09:40:21,73.92591900000002,18.581989,Pune,Maharashtra,M,27,M27-28,Samsung,Galaxy Core Prime,2016,5,May,Thursday,9
