,device_id,phone_brand,device_model
39849,-6412716829872992466,小米,MI 4
39850,1609480338393958900,华为,荣耀6
39851,7702710093433701904,三星,Galaxy Mega 5.8
39852,3668785591880468589,OPPO,1105
39853,9072547101561585895,华为,荣耀畅玩5X
39854,7448291456305116322,小米,红米
39855,3329176290586398734,小米,MI 3
39856,7173511464416472874,华为,荣耀6
39857,-6875340339220171826,小米,红米Note2
39858,7723363242430685413,魅族,魅蓝Note 2
39859,407800011613058488,vivo,X5Pro
39860,-965280200498877381,华为,Y600-U00
39861,-2717379415876890753,华为,荣耀7
39862,-8652141662010464549,vivo,Y17T
39863,2691679512700974989,小米,小米4C
39864,8788362690495224085,华为,荣耀畅玩4X
39865,2437721772020767330,小米,MI 3
39866,3349058332448412485,三星,Galaxy S6 Edge
39867,5759148324087170471,小米,F103
39868,-7569217279735949762,酷派,8720L
39869,1739714905422189021,小米,红米Note2
39870,620706686731360073,华为,荣耀7
39871,-5458654763612182854,小米,小米4C
39872,7833015942211228530,vivo,Y33
39873,-1242392384363087855,酷派,大神F2全高清版
39874,3370659393924776909,三星,Galaxy A7
39875,-8971088964644028918,华为,Ascend P7
39876,1745849200500211015,小米,红米2A
39877,-7492536472402399347,OPPO,A33
39878,-7540773226347030897,酷派,8720L
39879,8472417510243271242,魅族,魅蓝Note 2
39880,-3535099196198732065,小米,MI 4
39881,-1847471037719269179,华为,荣耀6
39882,2568790377609123186,vivo,X3T
39883,8943854636688434319,华为,荣耀7
39884,1242117899646179085,三星,Galaxy Trend DUOS
39885,8907932811926883971,努比亚,Z7 Mini
39886,6261287465142128500,三星,Galaxy Note 2
39887,8616011560895831859,三星,Galaxy S5
39888,2319188779142663877,三星,Galaxy Note 3
39889,-4402720284544145566,OPPO,R7s
39890,-556719650402605514,华为,荣耀畅玩4C
39891,-843836157145183253,华为,荣耀3C
39892,953457282335258456,乐视,超级手机1s
39893,658804784036053085,小米,MI 2S
39894,2706593604387213290,华为,C8812+
39895,3784053985450449756,小米,红米2
39896,-4276876249850255866,魅族,魅蓝metal
39897,2776524659590519160,vivo,X5Pro
39898,-4007003742319791894,小米,MI 4
39899,-1791206918599439884,三星,Galaxy S6 Edge+
39900,-1129020059218745270,乐视,超级手机1s
39901,-4825343259049919905,小米,红米2A
39902,6848118914045438322,酷派,F2
39903,-8283943097630928710,OPPO,R1S
39904,-3072924927205715569,vivo,Y19T
39905,9176485079653887128,OPPO,N1T
39906,1380049392714982540,小米,红米note
39907,-3216869573401685689,vivo,X3T
39908,-4369293017845881895,华硕,飞马3
39909,-8133806853632517145,vivo,Y33
39910,7418346469334388341,三星,Galaxy Note
39911,-1775684043741624115,三星,Galaxy Win
39912,-5166022818028400185,三星,Galaxy S2
39913,3444712380590739085,魅族,魅蓝metal
39914,-4771593566631993431,小米,红米2A
39915,-8219131283015921398,华为,G7 Plus
39916,-4326393467557303188,小米,红米note
39917,7377003316857654575,OPPO,R7 Plus
39918,-8482331957185212866,OPPO,R1C
39919,-6895412083903096422,OPPO,R3
39920,2502756828949088938,vivo,Y37
39921,618935653281497879,三星,Galaxy A8
39922,-7709183331598063770,乐视,超级手机1s
39923,-1305696668448463506,华为,荣耀6
39924,4715461951049862750,乐视,超级手机1
39925,3194930562948103645,华为,Ascend P7
39926,-5997288917906110394,OPPO,R7
39927,1582360231574866785,华为,荣耀畅玩4X
39928,-2886562103665496563,小米,小米4C
39929,-8241706018396000312,vivo,Xplay
39930,-3151004789963609155,三星,Galaxy S3
39931,4165522195491835489,三星,Galaxy S3
39932,2046816691581411818,华为,荣耀3C
39933,7935325061293824611,酷派,大神X7
39934,6422006649184524763,小米,红米note
39935,5238165655678548574,OPPO,N1 Mini
39936,-917725110041294385,三星,Galaxy S4
39937,6927658629631079462,小米,红米
39938,377837141103391186,酷派,9190l
39939,5158928727380971740,华为,荣耀7
39940,-6456583828667835916,魅族,魅蓝metal
39941,5452815378830722306,小米,MI 3
39942,-8131273722426133213,华为,Mate 7
39943,4632283222832492235,vivo,Y23L
39944,6905610242625091439,小米,红米2A
39945,1972200940263146910,魅族,魅蓝2
39946,442592178984975072,OPPO,N1 Mini
39947,-6620874916025104053,华为,C8813Q
39948,-410010632055446591,小米,红米note增强版
39949,-7226188136738809402,三星,Galaxy Note
39950,-7674354017421745345,华为,荣耀7
39951,2843806643449519733,华为,荣耀3C
39952,7891521886368724711,乐视,超级手机1s
39953,2527814253959748533,三星,Galaxy A5
39954,5231124023887504020,三星,Galaxy Win
39955,-6803684259052308609,华为,荣耀6 Plus
39956,-2274261439604270562,华为,荣耀畅玩4X
39957,-6222303826461516292,三星,Galaxy Note 3
39958,4426627835243226182,小米,MI 2S
39959,5910536980364465109,小米,红米Note3
39960,-3799901900359264221,OPPO,R7
39961,-4868615767494543648,三星,A708t
39962,8687036543204553171,魅族,魅蓝Note 2
39963,-7409213137292489306,vivo,Xperia Z
39964,6317412945309387986,小米,X817
39965,-7214143394630190659,魅族,MX3
39966,-7204573184685494156,华为,C8813Q
39967,1447089886562403092,小米,MI 2
39968,3448034521753685827,海尔,HT-I860
39969,4268683052850175452,三星,G7200
39970,-3110231282389966630,vivo,Xplay
39971,-5666622973236394124,小米,MI 4
39972,6825082485227507979,LG,G2
39973,-5404226065799703830,华为,P8 Lite
39974,-6851108745072874425,小米,红米note
39975,1290640660775989804,朵唯,D330
39976,-7028467428360442426,OPPO,R7
39977,-3748838271629130444,华为,荣耀3C畅玩版
39978,-8781032290642852900,OPPO,R1S
39979,7500026875783156862,三星,Galaxy Grand Prime
39980,7587806233444211218,OPPO,R7 Plus
39981,-7256865978190930532,vivo,Y27
39982,-3495094876520022225,小米,红米2A
39983,7818201723678750447,朵唯,iSuper S1
39984,-2275936440136314413,联想 ,U807
39985,-3554364098304387742,华为,荣耀畅玩4X
39986,-596795997000456231,华为,Mate 7
39987,5495261996849069782,小米,MI 3
39988,7759284221966990916,魅族,PRO5
39989,4470317087781550381,魅族,M032
39990,6649198457357318748,魅族,MX4
39991,-7882194990300403876,三星,A706
39992,-2835578308296830050,小米,MI 1
39993,953000885606106271,华为,麦芒4
39994,1847016676438866973,语信,红辣椒Note
39995,-2100948313979902208,三星,S60t
39996,5303483155882682254,三星,三星big foot
39997,-6234111659443238771,魅族,MX4
39998,-5731564774619725750,三星,Galaxy S6 Edge+
39999,-5875918940076136588,三星,Galaxy Grand DUOS
40000,2452362399455350297,OPPO,R1C
40001,1134829417680643102,华为,荣耀7
40002,-7543213710389369176,酷派,7061
40003,3958110852877376717,三星,Galaxy Note 2
40004,-882547215052285210,OPPO,R7s
40005,-8117631584411282820,华为,荣耀3C
40006,-8134766144634108345,vivo,X5SL
40007,-1716886219137663035,华为,荣耀3C
40008,-5522489045909517111,LG,Nexus 5
40009,-4799348086201542910,小米,红米note
40010,-6329003260916034907,OPPO,A11
40011,3134974482936408271,华为,荣耀7i
40012,3883780377803891358,vivo,X5Pro
40013,4575945861076196564,小米,MI One Plus
40014,-8033648423876124697,小米,MI 3
40015,-3523361220485095163,OPPO,R1C
40016,7366745914244420590,乐视,超级手机1s
40017,-5796961634577510213,梦米,P6
40018,-8274897952699217434,三星,Galaxy Win
40019,6757545553260039953,vivo,X5M
40020,-2008083925586073586,魅族,魅蓝2
40021,-8221618522913493312,华为,Mate 7
40022,728275398936443351,华为,荣耀3C
40023,-230439452532239129,魅族,魅蓝Note 2
40024,-6452480744164476522,小米,ELIFE E3T
40025,2490562502065727889,奇酷,青春版
40026,4790720741239804384,三星,Galaxy S6
40027,3314995691108796232,酷派,大神F1Plus
40028,2086780786062357421,华为,G610S
40029,7398170544814036860,小米,红米note
40030,584993853739810066,小米,红米Note2
40031,-6077056386599131231,三星,Galaxy Tab 4 T231
40032,-2593329970554253630,联想 ,Q802T
40033,8840618314171390494,基伍,BM002-G5
40034,2218536368246535060,OPPO,R1C
40035,-8586185793771116827,三星,Galaxy S5
40036,-8419168790718435512,华为,Mate 7
40037,3583401365430034223,三星,Galaxy S6
40038,2885724627096068011,vivo,X5Pro
40039,9009547738701178946,魅族,魅蓝2
40040,-550779056662735025,vivo,X3T
40041,-6023098478761895284,华为,P8 Lite
40042,-383970681676977853,小米,MI 2S
40043,-6971157295692559969,小米,MI 4
40044,-1074762737665437173,小米,红米note增强版
40045,-4355339152891444342,小米,MI 4
40046,-3896706364302602453,vivo,X5V
40047,2987433562959474051,华为,麦芒4
40048,7508529069501265627,华为,荣耀畅玩4C
40049,5243362600130868757,vivo,Xperia Z1 炫彩版
40050,3774357554900113271,华为,Y635-TL00
40051,-5144124237713935901,联想 ,V5S
40052,-4567055857465053297,TCL,P360W
40053,4446280260219042883,vivo,Y33
40054,-8254106903450878693,华为,P8 Lite
40055,-2664095688726963374,HTC,Desire 820
40056,-811513269191662770,三星,Galaxy A7
40057,-4734045176898782786,华为,Y321C
40058,6176859863184949237,小米,MI 4
40059,2812494388645871525,华为,Ascend G7
40060,-8809324711952880987,小米,MI 3
40061,4066136351772486865,小米,红米2A
40062,5724762198979636866,三星,G7200
40063,3176802138249005299,联想 ,Q505T
40064,-3815104537349359510,三星,A708t
40065,-8850524920850264521,华为,C8815
40066,4188875124491736116,酷派,9190l
40067,-261876860003152797,华为,Mate 7
40068,3316343941170619516,三星,Galaxy Note 2
40069,-2024758252010196511,华为,荣耀6 Plus
40070,5855794277271363415,酷派,大神F1
40071,5255884550690119859,OPPO,A51
40072,3408621876639112232,小米,红米note
40073,-7020558701387767920,华为,P8 Lite
40074,-9162262461880741835,OPPO,R7s
40075,6938000854827684076,魅族,魅蓝NOTE
40076,-8956355855116876957,华为,荣耀6
40077,2615349871236964903,魅族,魅蓝Note 2
40078,5309224263981098471,vivo,Y27
40079,631247910036035737,小米,红米
40080,-795356695639323602,华为,荣耀畅玩4X
40081,8536812499298120447,OPPO,A31
40082,5878760978776257035,魅族,PRO5
40083,3842128285511968337,华为,U9508
40084,-5645344707645093915,三星,Galaxy Note 2
40085,-1768491456703969282,三星,Galaxy A7
40086,8680442811570967773,华为,荣耀7
40087,3056946446174470546,华为,荣耀7
40088,2055787547130454817,小米,M5
40089,-992838524438744578,三星,Galaxy S4
40090,5343321981166207790,小米,MI 3
40091,-5345618706829449883,华为,Y511-T00
40092,-1022014755491531067,vivo,X5V
40093,73794811718612800,OPPO,R7s
40094,-284493251382721296,vivo,Xperia C
40095,4974130546075188939,华为,荣耀3C
40096,3616533662755167920,小米,MI 2S
40097,5986536470565239408,ZUK,Z1
40098,-3002228631432168352,三星,Galaxy Note 2
40099,8995399489810175552,小米,红米2A
40100,-7495008224507281745,华为,荣耀6 Plus
40101,-3773945585094690107,小米,MI 3
40102,-3342862433798759239,酷派,8056
40103,-2340492022107634651,三星,A630t
40104,3377947353642984246,vivo,Y23L
40105,-8495049034824955791,小米,MI 3
40106,2977140783158542553,OPPO,R815T
40107,4705348783405787306,三星,Galaxy S6
40108,-6543880543173148504,OPPO,A33
40109,-8360602133028322168,小米,红米Note2
40110,3590198337330731192,魅族,魅蓝2
40111,7567069231793921585,酷派,锋尚Pro
40112,8940519084454230291,努比亚,Z9 mini
40113,-3214396941384414506,黑米,A1
40114,-1243775391134751196,vivo,X5M
40115,-6346052855504903491,小米,红米note
40116,-8846428103592787827,vivo,Y35
40117,-2172213651166331590,三星,Galaxy A8
40118,-1414777074007975597,华为,P8max
40119,4583273194040962789,三星,Galaxy S4
40120,-3791295450864646612,OPPO,R831T
40121,424260862134086671,三星,Galaxy S5
40122,156366809016526804,vivo,X5Max
40123,-4148251373115281767,华为,Y560-CL00
40124,-3243138887493573988,小米,MI 4
40125,-7274724971390221220,三星,Galaxy S3
40126,7714016384352269149,魅族,MX5
40127,2314609429675263325,海信,X8T
40128,-3881609415504505046,乐视,超级手机1s
40129,-6562573750837927225,华为,畅享5
40130,3124067940411677504,OPPO,1105
40131,-5650910973283612980,魅族,魅蓝NOTE
40132,1781207162246898691,联想 ,N818
40133,-6731356179230405003,OPPO,R1C
40134,-8680681531542734860,酷派,8702
40135,5959041199656120689,小米,红米Note2
40136,-5657634882343957057,魅族,魅蓝Note 2
40137,7883149030509265165,小米,红米note
40138,1060791941422594981,华为,荣耀畅玩4C
40139,6115643012838552814,三星,Galaxy S2
40140,-6832858146314448005,华为,荣耀7
40141,-7825371429062358070,华为,荣耀畅玩4X
40142,-7459919607726706096,vivo,Xperia ion
40143,-6175284305055174927,小米,S6
40144,2354220918890888289,酷派,8720L
40145,-6389092883141195510,魅族,魅蓝Note 2
40146,67623617869432307,vivo,Y928
40147,4026383151672549032,小米,F103
40148,5474590715871615918,OPPO,A33
40149,-5859113957934795971,华为,Mate 8
40150,-8231162992176091807,锤子,坚果手机
40151,-5473502635099107257,小米,X817
40152,-3297851239786835371,OPPO,R7
40153,1730149434812640740,华为,G610S
40154,-7934077358251157124,TCL,P316L
40155,8537391062072741281,华为,荣耀3X
40156,6878785262592613360,小米,MI 4
40157,2899061803555976606,华为,Ascend P6
40158,-2003531957144824234,小米,MI 4
40159,2656960767758087719,华为,荣耀7
40160,-8820204820832823634,vivo,X5Max+
40161,-8392484208017545337,三星,Galaxy S5
40162,17787053144209852,三星,Galaxy Note 2
40163,-4585149803129932062,小米,小米4C
40164,4692291927996807805,vivo,Y13L
40165,6923561268331861555,小米,红米note
40166,-12139818851931674,小米,MI 3
40167,-9171692083851604107,小米,红米note
40168,-5034665107638100872,魅族,魅蓝metal
40169,-6987878092107910571,三星,Galaxy S4
40170,4477545545767603056,小米,红米Note3
40171,-1138984057070879372,小米,红米Note2
40172,-5272792096746711729,小米,红米2A
40173,2526822632350923454,小米,红米note
40174,-2644949540198819782,华为,荣耀3C
40175,82959891776642256,酷派,S6-NT1
40176,-5099209891627716125,小米,小米4C
40177,-599216622955047486,vivo,Y11
40178,3478355620838299729,小米,MI 2S
40179,-4864614881225394071,OPPO,R2017
40180,5128214872699925933,魅族,魅蓝Note 2
40181,5646408636350170356,三星,Galaxy Mega 5.8
40182,-7274877540441268770,小米,S6
40183,-5675259498779151037,魅族,魅蓝metal
40184,-8542385802630613647,魅族,魅蓝
40185,1565894945552938841,vivo,X5Max+
40186,-4017120442900181005,小米,红米2A
40187,8584191449778173689,小米,红米Note2
40188,-2323218111759846045,华为,麦芒4
40189,6533422525644436536,三星,Galaxy Note 3
40190,7045916471353937770,小米,红米note
40191,-1420924556842680029,小米,MI 3
40192,2891389407453313392,华为,C8816
40193,-2647561200890197285,OPPO,6607
40194,-7529386844576992789,小米,MI 3
40195,1476664663289716375,华为,荣耀畅玩4C
40196,-7970477213712682714,小米,MI 2S
40197,2044845646111818309,小米,红米note
40198,-7348161447010441132,小米,红米
40199,-2850029763277062304,三星,S810t
40200,3196666380426784412,华为,荣耀畅玩4X
40201,3405447359506420751,小米,红米note
40202,-7740351173556556640,HTC,One E8
40203,-8272621597555567577,HTC,Desire 826
40204,-6171687456576740509,三星,Galaxy S5
40205,663424888211877809,华为,Mate 8
40206,8461456196659181631,三星,Galaxy Note 3
40207,-6783552454893864497,酷派,F2
40208,-6865053530273688504,小米,红米note增强版
40209,-1564398805645518426,OPPO,R7 Plus
40210,-8504705025013497084,华为,荣耀畅玩4C运动版
40211,-5738877083121543677,小米,红米note增强版
40212,-2010997825648286261,魅族,魅蓝Note 2
40213,-5925185855901107267,vivo,Y29L
40214,7018600380123444976,小米,红米Note2
40215,-7082724306463398060,三星,Galaxy S3
40216,1129794041707994031,OPPO,A31
40217,-5613442159482658548,华为,Y516
40218,8073637736465407956,华为,麦芒3
40219,-646271322490167493,小米,红米Note3
40220,5057772511024731911,华为,Mate 7
40221,-8821745636409605558,华为,麦芒3
40222,-3597653116194388238,OPPO,R821T
40223,-4731773994809272686,魅族,魅蓝NOTE
40224,-2241441588676714906,OPPO,R7 Plus
40225,8577069925025667169,小米,红米note
40226,1763225704475854903,OPPO,R819T
40227,-4399071634668919400,OPPO,R7s
40228,-3524087321480620353,魅族,MX5
40229,-6395830384068913449,TCL,乐玩
40230,-5128595938892508469,三星,Galaxy Core Mini
40231,-1147020914112375737,三星,Galaxy A8
40232,5096306443181900349,vivo,Y923
40233,-1597245180234855761,三星,Galaxy S4
40234,-8044079870506304585,三星,Galaxy Style DUOS
40235,-1937447730417096010,OPPO,R7s
40236,1677265080639778198,三星,Galaxy Note 3
40237,3350739665428773256,华为,荣耀6
40238,2203324148691808767,三星,Galaxy On7
40239,-7764213008154631374,三星,Galaxy Note 3
40240,-1148067562698847297,华为,荣耀畅玩5X
40241,-2601749027257360525,小米,红米1S
40242,-6281046480091840714,亿通,P21
40243,2501320566472799443,努比亚,Z7 Max
40244,4068863220423772410,小米,红米2
40245,-2562663490601179319,小米,MI 4
40246,-4614291957563795962,华为,畅享5
40247,-1805377875575451836,OPPO,R7 Plus
40248,8551995138978515778,OPPO,A11
40249,4174234506930875390,华为,MT1-U06
40250,-6394457754867421,魅族,MX3
40251,-2691632894566677460,OPPO,1107
40252,-5800664290994159194,小米,红米Note3
40253,2270800313013447106,华为,Ascend P7
40254,7947441681995557508,酷派,Y80D
40255,-6406669476606665187,华为,荣耀6 Plus
40256,-5342734060681121391,vivo,Y17T
40257,-2373093668966015622,小米,MI 2S
40258,3245330074989353933,乐视,超级手机1s
40259,-1201413028172708582,三星,黄金斗士Note8
40260,7960570681450235202,华为,荣耀6
40261,-6076985886195650634,华为,荣耀6 plus
40262,9207503289209096654,小米,红米Note2
40263,6600542494359046965,vivo,X6 L
40264,2873602610571241956,vivo,Xplay3S
40265,621929487363638434,小米,红米2
40266,-5582568322073607446,小米,MI 4
40267,1517217446785642938,三星,Galaxy S4
40268,-6625251273346805250,小米,MI One Plus
40269,5174376557349180475,小米,MI 2S
40270,1578464507561743352,小米,note顶配版
40271,5828416976298175208,华为,荣耀7
40272,2995991965623924252,魅族,MX4
40273,2503255801921326534,小米,note顶配版
40274,-116873555045020758,小米,note顶配版
40275,-3761278317995260273,小米,MI 3
40276,-7140480790762749252,OPPO,R7s
40277,7378659701693251942,乐视,超级手机1s
40278,-5505878797332609663,华为,荣耀6
40279,8462092166420376807,小米,红米2
40280,7997897537716263644,华为,荣耀畅玩4C运动版
40281,3316590842703075705,三星,Galaxy Note 5
40282,-8121840367514566821,华为,荣耀畅玩5
40283,9085286543845925004,HTC,T328w
40284,-7608230414882316311,魅族,魅蓝2
40285,-3115907905043346555,小米,红米note
40286,4551059106373510285,海信,E968
40287,-249292464049304020,Lovme,T9
40288,414981412124997683,三星,Galaxy Note 2
40289,-8931689204299538543,华为,荣耀3C
40290,-6538343383531140033,小米,红米note
40291,6900800187197371225,小米,红米note
40292,9191323156462775632,vivo,Y17T
40293,4387533874011134324,三星,Galaxy Note 4
40294,-2134042184799542560,华为,Ascend G7
40295,8584748899240528694,华为,麦芒4
40296,-8187277989057322792,小米,红米note
40297,-8574350508377071502,华为,荣耀畅玩4X
40298,-2512648209431204413,金星数码,T9003
40299,8384764560490405922,三星,Galaxy Grand 2
40300,-4402948852542425892,魅族,MX4
40301,855507899195936042,华为,荣耀畅玩4X
40302,5981847511314245927,三星,Galaxy Win
40303,91051390597509278,小米,红米Note2
40304,4228466394084187519,华为,荣耀7i
40305,8209407349613164422,华为,荣耀畅玩4
40306,-9029156275000402272,华为,Mate 7
40307,-7894526387945001335,vivo,Y27
40308,-9104913421928282647,LG,Nexus 4
40309,7984257035494324924,vivo,X6 D
40310,-8671105202682866711,三星,Galaxy S5
40311,-9100626844458295140,三星,Galaxy S3
40312,-93711764131844653,三星,VIBE X2
40313,8022875805581248523,小米,红米2A
40314,-6774688503060820018,小米,MI 2S
40315,-3504402486166913441,魅族,魅蓝Note 2
40316,-1766754247567773565,艾优尼,i1
40317,247097005498374445,联想 ,U930HD
40318,-4670886969188926112,三星,Galaxy Style DUOS
40319,8687094137712658174,vivo,S9
40320,-7896305036675377930,小米,红米note增强版
40321,-4439757691354053204,三星,Galaxy S3 Neo+
40322,4580347370137633060,vivo,Y13T
40323,2743500896977271090,三星,A2800d
40324,-6747035483418514751,OPPO,R6007
40325,6670101628923840152,小米,红米1S
40326,6932124242393573206,华为,荣耀畅玩4C
40327,-4524893394889229028,三星,Galaxy S5
40328,-2403872305347687835,vivo,Y13L
40329,-6606870608304030910,乐视,超级手机1s
40330,2037393362558654978,vivo,X6 D
40331,1344526458170463926,OPPO,R809T
40332,-9008199760428787716,vivo,Xperia Z
40333,-8114226538500266184,酷派,5892
40334,-8394620485711180718,小米,MI 2S
40335,-3423235066961608669,小米,红米Note3
40336,-6303094007298220577,三星,Galaxy Note 2
40337,-4831621735205678290,三星,S5830I
40338,-1997177069053100565,三星,Galaxy Core Max
40339,2960994390903046729,华为,荣耀6 Plus
40340,-2752036700707788734,OPPO,R7
40341,3363990636477786280,三星,Galaxy Core Max
40342,-2877465676412402635,OPPO,R7s
40343,9080979256239229159,LG,Optimus G
40344,-8094588021389725190,小米,note顶配版
40345,-3938828787711488574,小米,红米note
40346,-4147486335247724409,酷派,锋尚
40347,8730947247693430519,OPPO,R7 Plus
40348,-6159895940188838803,酷派,5860S
40349,-585154904393620714,OPPO,R7s
40350,-7336069681987442588,三星,Galaxy Nexus
40351,6977938026329759622,vivo,Y35
40352,6972262917808642824,小米,MI 2S
40353,-2997296788723767013,三星,Galaxy S6 Edge+
40354,-8948376111491224070,华为,G730-U00
40355,-7655346701491580629,联想 ,Q701C
40356,-5983188832495535876,小米,红米
40357,-3884370449949515153,vivo,Xplay
40358,7836568406357793358,OPPO,R3
40359,675059056688610010,OPPO,R830
40360,-1011089606942873894,魅族,魅蓝Note 2
40361,7840380261569331539,小米,MI 3
40362,-1134714295650533075,小米,MI 3
40363,1214594527225781804,vivo,Y33
40364,7899438988694574996,小米,MI 3
40365,-2589228410756122947,小米,红米2A
40366,-8982366420715998545,三星,P770
40367,-9073778680072759450,三星,S7568
40368,5474266348359098725,华为,荣耀6
40369,-2649106606921002979,三星,Galaxy S2
40370,-6147408082048967998,vivo,X6 D
40371,5764055939179421859,联想 ,Q519T
40372,7807392440290080097,OPPO,A33
40373,1338940949033014067,华为,荣耀畅玩4C
40374,-3050580409614770276,vivo,X5M
40375,6184860943963487129,OPPO,A31
40376,-4720831834855607550,中国移动,A1
40377,556707724548717897,三星,Galaxy S3
40378,-6413383486849033813,三星,A630t
40379,-7080758530663942383,OPPO,A33
40380,-9027901567414334129,酷派,8720L
40381,-5420015515369196930,小米,MI 4
40382,-8511280199040615155,华为,荣耀畅玩4
40383,-5339343582397560025,小米,S5.5L
40384,-7687835201245082601,小米,红米
40385,5061570709819337018,三星,Galaxy Note 3
40386,522298791816805647,三星,Galaxy S4
40387,3157920146761573640,vivo,S7I
40388,1935583189651548646,OPPO,1107
40389,-5693939276659045834,华为,荣耀6
40390,-3945111480875198390,朵唯,iSuper S1
40391,7340065953659217596,小米,小米4C
40392,-9022306338055945331,三星,Galaxy Grand Prime
40393,-5303922170469056382,三星,三星big foot
40394,6912770413983869680,小米,ELIFE S5.5
40395,-3050196559975655712,vivo,Y27
40396,-3536438240540561782,小米,红米Note3
40397,3103431447156710198,三星,G3588V
40398,-4542548421842853038,华为,荣耀3X畅玩版
40399,8206550137575894076,小米,红米Note2
40400,2534178759857819095,小米,红米note
40401,-4157250449215945580,魅族,MX4 Pro
40402,1670542587123551704,小米,MI 2S
40403,5831850547650180454,酷派,锋尚
40404,2175807372683988709,三星,S720i
40405,-80724923382966421,乐视,超级手机1s
40406,-5048351498424860839,三星,Galaxy Win
40407,4468793460859744088,vivo,Xplay3S
40408,8121434732506086181,小米,MI 2S
40409,-6064286891818344662,三星,Galaxy Note 3
40410,-8313023600775166093,小米,MI 3
40411,1494683299848028185,小米,红米Note3
40412,-2639653203512867142,OPPO,R7s
40413,6274706439624716515,三星,Galaxy Note 2
40414,8085492079683631817,华为,荣耀7i
40415,-8794802747977763165,OPPO,R7 Plus
40416,5552746132616147707,三星,Galaxy J5
40417,2437470106925070929,中国移动,A1
40418,-9082730624513716831,三星,Galaxy Note 3
40419,-732303379057195455,vivo,Y37
40420,-4459670096697828525,小米,小米4C
40421,6185785355478890490,三星,2016版 Galaxy A7
40422,4829490195616979060,vivo,X1
40423,-1436131224331166201,vivo,Y33
40424,8128949925840937186,华为,G610S
40425,-770407953425635603,小米,红米Note2
40426,-5410807300642592169,vivo,X5L
40427,-5789499412372485969,联想 ,A880
40428,622651495641501111,小米,note顶配版
40429,5088590578856540724,三星,Galaxy Grand Prime
40430,-947677531774323141,OPPO,N3
40431,6540382458601714402,三星,Galaxy S4
40432,-368261693472083064,酷派,8720L
40433,7815768888125183637,酷派,T1
40434,-5076260932162952128,华为,Mate 8
40435,-248873400515818015,华为,荣耀畅玩5X
40436,1926404811232538113,华为,Ascend G700T
40437,-1325409136735886094,小米,红米Note3
40438,-2789650920971859144,OPPO,R3
40439,3579515031049711985,华为,荣耀6
40440,2677852575550628248,小米,红米note
40441,4115565518394605795,三星,Galaxy Grand 2
40442,9200063043700546880,OPPO,R3
40443,8833822958560147664,三星,Galaxy S3
40444,1879886384721005053,华为,Ascend P7
40445,7081768204852624536,小米,MI 3
40446,1422196847061871069,OPPO,A31
40447,379102588263631935,三星,Galaxy A5
40448,-7414486395720566739,小米,红米Note3
40449,1575880559371674770,小米,MI 4
40450,-2063342241890049615,小米,红米Note3
40451,2785123722930418493,小米,MI 3
40452,1597708111990990728,三星,Galaxy S4
40453,-8322718644992897144,酷派,7295+
40454,-6291683012906576517,小米,红米1S
40455,-5396774075873584132,OPPO,R7
40456,-8055909210595694836,小米,红米1S
40457,-1977077029704965052,华为,荣耀3C
40458,2747283953706257070,vivo,X6 D
40459,195360287274080917,vivo,Y18L
40460,3818524929540938052,魅族,MX2
40461,-5336414221876423224,酷派,8702
40462,7182533097090578667,小米,S6
40463,-8446976027722397585,三星,黄金斗士A8
40464,-3541119086095713048,魅族,MX4
40465,-1698392309411533918,小米,MI 3
40466,-4006720387772014333,魅族,魅蓝NOTE
40467,9026658620988119978,华为,荣耀畅玩4X
40468,6444553917172699538,华为,荣耀畅玩4C
40469,5442210586796272581,小米,MI 2S
40470,-6082130994476446366,华为,荣耀6 Plus
40471,-2529364611706283015,三星,Galaxy Note 4
40472,2704453972276768712,小米,红米Note2
40473,1340152864957872119,三星,Galaxy S6 Edge
40474,-7758673551989785658,魅族,魅蓝Note 2
40475,5868960888869145289,vivo,Xperia Z
40476,3785501432550320104,酷派,大神F1
40477,-8744527543418585034,三星,VIBE Z2
40478,-8160766923287076146,小米,红米Note2
40479,5908422413820920853,vivo,Xplay
40480,311329392369742133,三星,Galaxy Grand 2
40481,-1525076619243703288,联想 ,G718C
40482,-7463604913666156402,小米,红米note增强版
40483,-5006672194208261423,华为,荣耀6 Plus
40484,-4923663755998189793,华为,Ascend P7
40485,8845699597873645228,小米,红米
40486,4045047842491281804,魅族,PRO5
40487,4109517855040012436,小米,MI 3
40488,-2476841012314684564,OPPO,R819T
40489,2514309166486526887,vivo,X5Max
40490,8416372973618544835,华为,Ascend P8
40491,4964633462038144534,小米,MI 4
40492,-55993492614720325,小米,MI 3
40493,473420308563093598,华为,荣耀畅玩4C
40494,1995738505271477819,vivo,X5SL
40495,-1543433923574955384,vivo,X6 D
40496,4163447823213660547,小米,红米2A
40497,5186963440872090450,小米,红米Note3
40498,-1973367810508418508,小米,S6
40499,7448089563001236166,vivo,X6 D
40500,3152966816949275298,三星,Galaxy Note 8.0
40501,-6107300043114258582,OPPO,R7
40502,9180512794085130496,小米,MI 3
40503,8558197470783700114,小米,红米
40504,7461500240872489705,三星,Galaxy Note 2
40505,6159732410128347456,小米,S7
40506,-343416859085766526,三星,Galaxy A5
40507,1227764742175590517,三星,Galaxy S6 Edge
40508,4465890686843969881,小米,小米4C
40509,-7593771463225004176,vivo,Y23L
40510,-2089468170611262801,vivo,Y13L
